Index,Field Name,Cleancode 15 char,Cleancode 15 char,Location,Company name,Code,Founded,Status,Similarity,Company founded,Logging harvester company,CTL,Priority,Canadian logging jobs,Comments,CA logging job posts,MAPS,YP,SAFE,CERTIFICATION,Size,Top Logging contractor,Capacity,CTL,Area of operation,Owner,Type of operation 1,Type of operation 2,Address,City,Province,Postal code,Fone,WEBSITE LINK,Point based on name,Google Maps,WEBSITE
3301,Fab Logging Co Ltd,Fab Logging Co ,FABLOGGINGCO,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"6220 Crowston Rd, Sechelt",,BC, V0N 3A5,(604) 885-9782,NA,,https://www.google.com/maps/place/Fab+Logging+Co+Ltd/data=!4m5!3m4!1s0x548630ebe49e16ad:0x6215b22dc5523a42!8m2!3d49.498019!4d-123.793538?authuser=0&hl=en&rclk=1,NA
3302,Fleetwood,Fleetwood,FLEETWOOD,BC,FLEETWOOD FOREST PRODUCTS LTD.,BC-0379399,1989-12-31 0:00,Active,0.9000,,,,,,,,Maps,,,,,,,,,,,,"444 Woolridge, Port Mellon",,BC, V0N 2S0,(604) 884-5238,NA,,https://www.google.com/maps/place/Fleetwood/data=!4m5!3m4!1s0x548646f3a64fe75f:0xb6fc25493abe6f69!8m2!3d49.5043112!4d-123.4951686?authuser=0&hl=en&rclk=1,duzcho.com
3303,Frank Beban Logging,Frank Beban Log,FRANKBEBANLOG,BC,FRANK BEBAN LOGGING LTD.,BC-0911016,2011-05-19 0:00,Active,0.9889,,,,,,,,Maps,,,,,,,,,,,,"5229 Island Hwy W, Qualicum Beach",,BC, V9K 2A3,(250) 594-1199,NA,,https://www.google.com/maps/place/Frank+Beban+Logging/data=!4m5!3m4!1s0x54888a0570f9fcaf:0xa5632d8793c069a1!8m2!3d49.3834602!4d-124.5865802?authuser=0&hl=en&rclk=1,duzcho.com
3304,G & L Catwork,G & L Catwork,GLCATWORK,BC,G & L CATWORK LTD.,BC-0546045,1997-07-03 0:00,Active,0.9875,,,,,,,,Maps,,,,,,,,,,,,"22 Post Office Rd, Mara",,BC, V0E 2K0 ,+1 250-838-7745,NA,,https://www.google.com/maps/place/G+%26+L+Catwork/data=!4m5!3m4!1s0x537e8d16674ce723:0x7e6b6c5dfb64c598!8m2!3d50.68837!4d-119.0735451?authuser=0&hl=en&rclk=1,NA
3305,G Cerasa Fabricating,G Cerasa Fabric,GCERASAFABRIC,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1741 Campbell Crescent, Quesnel",,BC, V2J 5Z8,(250) 992-7471,NA,,https://www.google.com/maps/place/G+Cerasa+Fabricating/data=!4m5!3m4!1s0x5387063b74645e55:0x17a6c1b0ec94fed4!8m2!3d53.0150039!4d-122.5069232?authuser=0&hl=en&rclk=1,NA
3306,Garrett Log Svc Ltd,Garrett Log Svc,GARRETTLOGSVC,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"2660 Twin Creeks Rd, Gibsons",,BC, V0N 1V6,(604) 886-7071,NA,,https://www.google.com/maps/place/Garrett+Log+Svc+Ltd/data=!4m5!3m4!1s0x5486407d40e44a6d:0x5fc691875e732cd0!8m2!3d49.4795518!4d-123.4845417?authuser=0&hl=en&rclk=1,NA
3307,Gormac Developments Ltd,Gormac Developm,GORMACDEVELOPM,BC,GORMAC DEVELOPMENTS LTD.,BC-0257711,1982-12-14 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,Boston Bar,,BC, V0K 1C0,(604) 867-9448,gormac.ca,,https://www.google.com/maps/place/Gormac+Developments+Ltd/data=!4m5!3m4!1s0x5481686c907b5ef9:0x13fb3f47eb33fe80!8m2!3d49.861268!4d-121.4408999?authuser=0&hl=en&rclk=1,NA
3308,Gram Contracting Ltd,Gram Contractin,GRAMCONTRACTIN,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"5178 Barriere Town Rd, Barri�re",,BC, V0E 1E0 ,+1 250-672-5729,NA,,https://www.google.com/maps/place/Gram+Contracting+Ltd/data=!4m5!3m4!1s0x537f98f3b1bb8c51:0x4075f9edc2daaa53!8m2!3d51.1840405!4d-120.1470083?authuser=0&hl=en&rclk=1,NA
3309,Granet Lake Logging Ltd,Granet Lake Log,GRANETLAKELOG,BC,GRANET LAKE LOGGING LTD.,BC-0801408,2007-09-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"11757 BC-101, Powell River",,BC, V8A 0N4 ,+1 604-487-9932,NA,,https://www.google.com/maps/place/Granet+Lake+Logging+Ltd/data=!4m5!3m4!1s0x5487dcf1157af3b9:0x89043ae22609cfd6!8m2!3d49.7751697!4d-124.3134106?authuser=0&hl=en&rclk=1,NA
3310,Grass Creek Logging,Grass Creek Log,GRASSCREEKLOG,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"3974 Old Lakelse Lake Dr, Thornhill",,BC, V8G 3V1 ,+1 250-615-0322,NA,,https://www.google.com/maps/place/Grass+Creek+Logging/data=!4m5!3m4!1s0x54749a063134d8db:0xe3c61467cfee6a28!8m2!3d54.509799!4d-128.546342?authuser=0&hl=en&rclk=1,NA
3311,Harrison Logging Ltd,Harrison Loggin,HARRISONLOGGIN,BC,HARRISON LOGGING LTD.,BC-A0098212,2016-03-07 0:00,Active,1.0000,,,,,,,,Maps,,,,,Top logger,"220,000 cubic metres",Cut-to-length,Nanaimo Lakes area,Mike Soukup,Harvesting cut-to-length hardwood and softwood,0,"3473 Smiley Rd, Chemainus",,BC, V0R 1K4,(250) 246-3994,NA,,https://www.google.com/maps/place/Harrison+Logging+Ltd/data=!4m5!3m4!1s0x548f529c8785ce0d:0x6ab22b8a9bf46580!8m2!3d48.9117109!4d-123.7474009?authuser=0&hl=en&rclk=1,NA
3312,Helifor Canada Corporation,Helifor Canada ,HELIFORCANADA,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1200 W 73rd Ave, Vancouver",,BC, V6P 6G5,(604) 269-2000,helifor.com,,https://www.google.com/maps/place/Helifor+Canada+Corporation/data=!4m5!3m4!1s0x548674e94bdde4af:0x26fe243d320a53ed!8m2!3d49.2040335!4d-123.13368?authuser=0&hl=en&rclk=1,NA
3313,Homis Logging Ltd,Homis Logging L,HOMISLOGGINGL,BC,HOMIS LOGGING LTD.,BC-0100226,1971-05-13 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"Hwy 23, Nakusp",,BC, V0G 1R0,(250) 265-3661,NA,,https://www.google.com/maps/place/Homis+Logging+Ltd/data=!4m5!3m4!1s0x537c73e4298edaa3:0x86b5cb6cc98b8a6!8m2!3d50.2478636!4d-117.8073958?authuser=0&hl=en&rclk=1,NA
3314,Hotsaw Logging Ltd,Hotsaw Logging ,HOTSAWLOGGING,BC,HOTSAW LOGGING LTD.,BC-0767559,2006-08-30 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,Prespatou,,BC, V0C 2S0,(250) 630-2683,NA,,https://www.google.com/maps/place/Hotsaw+Logging+Ltd/data=!4m5!3m4!1s0x539310de79829f71:0x7a172ff648b8342b!8m2!3d56.92158!4d-121.0607481?authuser=0&hl=en&rclk=1,gormac.ca
3315,Hurley Creek Logging,Hurley Creek Lo,HURLEYCREEKLO,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1240 Powerhouse Rd, Abbotsford",,BC, V3G 1T7,(250) 837-5741,NA,,https://www.google.com/maps/place/Hurley+Creek+Logging/data=!4m5!3m4!1s0x5484494418aac2bf:0xb9e3e8938133d01c!8m2!3d49.0251412!4d-122.1283138?authuser=0&hl=en&rclk=1,NA
3316,Hytest Timber Ltd,Hytest Timber L,HYTESTTIMBERL,BC,HYTEST TIMBER LTD.,BC-0313832,1986-08-25 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,Top logger,"375,000 cubic metres",Cut-to-length,Williams Lake,"Tim Menning, Jack Brown, John and Cory Dyck",Softwood/Tree length and cut-to-length,0,"383 Oliver St, Williams Lake",,BC, V2G 1M4,(250) 392-7522,hytest.ca,,https://www.google.com/maps/place/Hytest+Timber+Ltd/data=!4m5!3m4!1s0x5380a3761a94ea4b:0x18dc5ebd42d784ff!8m2!3d52.1283603!4d-122.1410202?authuser=0&hl=en&rclk=1,NA
3317,Iron Peak Logging,Iron Peak Loggi,IRONPEAKLOGGI,BC,IRON PEAK LOGGING INC.,BC-0700198,2004-07-20 0:00,Active,0.9667,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"210 Lake, Silverton",,BC, V0G 2B0,(250) 358-7940,NA,,https://www.google.com/maps/place/Iron+Peak+Logging/data=!4m5!3m4!1s0x537c82f461d8094b:0xb6e362ec7497480d!8m2!3d49.9488934!4d-117.3536933?authuser=0&hl=en&rclk=1,NA
3318,Issi Logging Co,Issi Logging Co,ISSILOGGINGCO,BC,ISSI LOGGING CO.,BC-FM0274355,2000-02-04 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"4318 Marine Ave, Powell River",,BC, V8A 2J8,(604) 485-6544,NA,,https://www.google.com/maps/place/Issi+Logging+Co/data=!4m5!3m4!1s0x5487e6d4d2e9907f:0xd12aad82a6d3aa13!8m2!3d49.832684!4d-124.5269451?authuser=0&hl=en&rclk=1,gwequipment.com
3319,J G M Logging,J G M Logging,JGMLOGGING,BC,J.G.M. LOGGING LTD.,BC-0509949,1995-12-13 0:00,Active,0.9857,,,,,,,,Maps,,,,,,,,,,,,"9117 Penn Rd, Prince George",,BC, V2N 5T6,(250) 562-6600,NA,,https://www.google.com/maps/place/J+G+M+Logging/data=!4m5!3m4!1s0x53889e870cdfb477:0xf5940863c4fb73c0!8m2!3d53.8400524!4d-122.7334476?authuser=0&hl=en&rclk=1,gwequipment.com
3320,J Sarver Trucking,J Sarver Trucki,JSARVERTRUCKI,BC,J. SARVER TRUCKING LTD.,BC-0565244,1998-05-26 0:00,Active,0.9857,,,,,,,,Maps,,,,,,,,,,,,"Box 1666, 100 Mile House",,BC, V0K 2E0,(250) 395-5215,business.site,,https://www.google.com/maps/place/J+Sarver+Trucking/data=!4m5!3m4!1s0x5380698e2fbdc5e9:0x5b2b85d17eac14f7!8m2!3d51.6422935!4d-121.2988703?authuser=0&hl=en&rclk=1,NA
3321,Jack Anderson Contracting Ltd,Jack Anderson C,JACKANDERSONC,BC,JACK ANDERSON CONTRACTING LTD.,BC-0294808,1985-07-03 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"2950 W 3 St, Houston",,BC, V0J 1Z0 ,+1 250-845-7145,NA,,https://www.google.com/maps/place/Jack+Anderson+Contracting+Ltd/data=!4m5!3m4!1s0x5475c662b6b05967:0x138a3592dd577d04!8m2!3d54.399549!4d-126.661294?authuser=0&hl=en&rclk=1,NA
3322,Jim Lind Logging Ltd,Jim Lind Loggin,JIMLINDLOGGIN,BC,JIM LIND LOGGING LTD.,BC-0045230,1959-06-30 0:00,Inactive,1.0000,,,,,,,,Maps,,,,,,,,,,,,"1279 Stevens Rd, West Kelowna",,BC, V1Z 2S9,(250) 769-4333,NA,,https://www.google.com/maps/place/Jim+Lind+Logging+Ltd/data=!4m5!3m4!1s0x537d8cb7dfa233ad:0x5bc5fce5cbfd5a71!8m2!3d49.8660105!4d-119.5681253?authuser=0&hl=en&rclk=1,helifor.com
3323,JMG Logging Ltd,JMG Logging Ltd,JMGLOGGINGLTD,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"Sturt Bay Rd, Van Anda",,BC, V0N 3K0 ,+1 604-486-7789,NA,,https://www.google.com/maps/place/JMG+Logging+Ltd/data=!4m5!3m4!1s0x5487dfe8ad08b861:0xf292c083cf771456!8m2!3d49.7595265!4d-124.561201?authuser=0&hl=en&rclk=1,NA
3324,Jock%E2%80%99s Drilling & Blasting Ltd.,Jock%E2%80%99s ,JOCKE28099S,BC,JOCKS DRILLING & BLASTING LTD.,BC-1164322,2018-05-15 0:00,Active,0.8844,,,,,,,,Maps,,,,,,,,,,,,"9838 Park Ln, Coldstream",,BC, V1B 3E4,(250) 542-3551,jocksdrillblast.com,,https://www.google.com/maps/place/Jock%E2%80%99s+Drilling+%26+Blasting+Ltd./data=!4m5!3m4!1s0x537dd0c00942a9e5:0xbe4a2209ffdb180b!8m2!3d50.2361078!4d-119.08642?authuser=0&hl=en&rclk=1,NA
3325,Jock's Excavating Ltd.,Jock's Excavati,JOCKSEXCAVATI,BC,JOCK'S EXCAVATING LTD.,BC-0169693,1978-01-05 0:00,Active,1.0000,01/05/78,,,,,,,Maps,,,,,,,,,,,,"5124 McConnell Ave, Terrace",,BC, V8G 4X1 ,+1 250-638-8354,NA,,https://www.google.com/maps/place/Jock's+Excavating+Ltd./data=!4m5!3m4!1s0x547499c7ff53f4e3:0xa0bb558fde35febf!8m2!3d54.5284596!4d-128.6218969?authuser=0&hl=en&rclk=1,NA
3326,John Cromarty Contracting Ltd,John Cromarty C,JOHNCROMARTYC,BC,JOHN CROMARTY CONTRACTING,BC-FM0124792,1991-11-21 0:00,Active,0.9882,,,,,,,,Maps,,,,,,,,,,,,"Necoslie Rd, Fort St James",,BC, V0J 1P0,(250) 996-7120,NA,,https://www.google.com/maps/place/John+Cromarty+Contracting+Ltd/data=!4m5!3m4!1s0x5389a130a1912841:0x7f26b1ce507c2a2e!8m2!3d54.4162235!4d-124.2245285?authuser=0&hl=en&rclk=1,hytest.ca
3327,K & G Logging,K & G Logging,KGLOGGING,BC,G.K. LOGGING,BC-FM0032695,1980-01-14 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"9189 Nielson Rd, Prince George",,BC, V2K 5T6,(250) 962-7445,NA,,https://www.google.com/maps/place/K+%26+G+Logging/data=!4m5!3m4!1s0x5388bd81e2a42481:0xa8204aa2c15c1ae7!8m2!3d54.015283!4d-122.7959409?authuser=0&hl=en&rclk=1,NA
3328,K&D Contracting,K&D Contracting,KDCONTRACTING,BC,K.E.D. CONTRACTING LTD.,BC-0612310,2000-08-16 0:00,Active,0.9333,,,,,,,,Maps,,,,,,,,,,,,"4310 Barge Terminal Rd, Campbell River",,BC, V9H 1V5 ,NA,NA,,https://www.google.com/maps/place/K%26D+Contracting/data=!4m5!3m4!1s0x5462b1cd270463b3:0x3fb78bd34a0d6501!8m2!3d50.087912!4d-125.311044?authuser=0&hl=en&rclk=1,NA
3329,KDL Group,KDL Group,KDLGROUP,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"561 Stuart Dr W, Fort St James",,BC, V0J 1P0,(250) 996-8032,kdlgroup.net,,https://www.google.com/maps/place/KDL+Group/data=!4m5!3m4!1s0x5389a10638da8429:0x2662f31de3c333de!8m2!3d54.4454601!4d-124.260598?authuser=0&hl=en&rclk=1,NA
3330,King Brothers Logging,King Brothers L,KINGBROTHERSL,BC,KING BROTHERS LOGGING LTD.,BC-0613076,2000-08-28 0:00,Active,0.9875,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"7930 St John Crescent, Prince George",,BC, V2N 4H7,(250) 964-0059,NA,,https://www.google.com/maps/place/King+Brothers+Logging/data=!4m5!3m4!1s0x53889c1e86c56303:0xef31fc26b0061fa4!8m2!3d53.8558683!4d-122.7758584?authuser=0&hl=en&rclk=1,business.site
3331,Kingsgate Excavating,Kingsgate Excav,KINGSGATEEXCAV,BC,,,,,0.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"980 Alpine Ave, 100 Mile House",,BC, V0K 2E1,(250) 395-2311,kingsgatebc.business.site,,https://www.google.com/maps/place/Kingsgate+Excavating/data=!4m5!3m4!1s0x53806c3dba517235:0x2919edda7a837370!8m2!3d51.629287!4d-121.3015383?authuser=0&hl=en&rclk=1,NA
3332,Kitwanga Forest Products,Kitwanga Forest,KITWANGAFOREST,BC,KITWANGA FOREST PRODUCTS,BC-FM0582514,2012-05-03 0:00,Active,1.0000,05/03/12,,,,,,,Maps,,,,,,,,,,,,"1577 Kitwanga Rd N, Kitwanga",,BC, V0J 2A0 ,+1 250-849-5516,NA,,https://www.google.com/maps/place/Kitwanga+Forest+Products/data=!4m5!3m4!1s0x5475319dfbfc1813:0xeadc8ae4571508dc!8m2!3d55.1127554!4d-128.0232879?authuser=0&hl=en&rclk=1,NA
3333,Klass Enterprises Ltd.,Klass Enterpris,KLASSENTERPRIS,BC,KLASS ENTERPRISES LTD.,BC-0171772,1978-02-27 0:00,Active,1.0000,02/27/78,,,,,,,Maps,,,,,,,,,,,,"2142 Comox Logging Rd, Courtenay",,BC, V9N 9M4 ,+1 250-334-2009,klassenterprises.ca,,https://www.google.com/maps/place/Klass+Enterprises+Ltd./data=!4m5!3m4!1s0x5488139f183c61a9:0xf91b4a5de543eb55!8m2!3d49.6685329!4d-125.0443712?authuser=0&hl=en&rclk=1,NA
3334,Kluskus North Contracting Ltd,Kluskus North C,KLUSKUSNORTHC,BC,KLUSKUS NORTH CONTRACTING LTD.,BC-0662297,2003-01-20 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,Fort Fraser,,BC, V0J 1N0,(250) 690-7239,NA,,https://www.google.com/maps/place/Kluskus+North+Contracting+Ltd/data=!4m5!3m4!1s0x5477df0000000001:0x9c2269dd1cffeb5c!8m2!3d53.6470686!4d-124.5728276?authuser=0&hl=en&rclk=1,NA
3335,L Talbot Logging,L Talbot Loggin,LTALBOTLOGGIN,BC,TALBOT LOGGING,BC-FM0026169,1978-03-16 0:00,Active,0.9385,,,,,,,,Maps,,,,,,,,,,,,"Miller Creek Rd, Pemberton",,BC, V0N 2L2,(604) 894-6247,NA,,https://www.google.com/maps/place/L+Talbot+Logging/data=!4m5!3m4!1s0x54874a664382173f:0x6f1c7d46924a45ca!8m2!3d50.3535222!4d-122.84652?authuser=0&hl=en&rclk=1,NA
3336,Lake Country Log Homes 2009 Ltd,Lake Country Lo,LAKECOUNTRYLO,BC,LAKE COUNTRY LOG HOMES 2009 LTD.,BC-0868258,2009-12-08 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"3464 Oxbow Frontage Rd, Malakwa",,BC, V0E 2J0 ,+1 250-836-3854,lakecountrylog.com,,https://www.google.com/maps/place/Lake+Country+Log+Homes+2009+Ltd/data=!4m5!3m4!1s0x537ee964dbe16613:0xf4cfed76593bbe77!8m2!3d50.892927!4d-118.82775?authuser=0&hl=en&rclk=1,jocksdrillblast.com
3337,Larkana Logging LTD,Larkana Logging,LARKANALOGGING,BC,LARKANA LOGGING LTD.,BC-1061319,2016-01-12 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"4700 23 St B, Vernon",,BC, V1T 3B4,(587) 335-5335,larkanalogging.ca,,https://www.google.com/maps/place/Larkana+Logging+LTD/data=!4m5!3m4!1s0x537e8b3b3b2114ed:0xa31d36f95b0b6422!8m2!3d50.2806998!4d-119.2633971?authuser=0&hl=en&rclk=1,NA
3338,Larry Zaluski Logging,Larry Zaluski L,LARRYZALUSKIL,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"2458 McBride Crescent, Prince George",,BC, V2M 2A1,(250) 564-5694,NA,,https://www.google.com/maps/place/Larry+Zaluski+Logging/data=!4m5!3m4!1s0x53889902b3681bf7:0xd5698dc3816bacbd!8m2!3d53.9152926!4d-122.7628641?authuser=0&hl=en&rclk=1,NA
3339,Lebeau Brothers Logging Ltd,Lebeau Brothers,LEBEAUBROTHERS,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"141 Victoria St, Kamloops",,BC, V2C 1Z5,(250) 377-0099,NA,,https://www.google.com/maps/place/Lebeau+Brothers+Logging+Ltd/data=!4m5!3m4!1s0x537e2c553d72b439:0x91d0cb97d314db1b!8m2!3d50.6759931!4d-120.3378194?authuser=0&hl=en&rclk=1,NA
3340,Lemare Group,Lemare Group,LEMAREGROUP,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"3341 Mine Rd, Port McNeill",,BC, V0N 2R0 ,+1 250-956-3123,lemare.ca,,https://www.google.com/maps/place/Lemare+Group/data=!4m5!3m4!1s0x546377618db55b23:0x3c3f21449428da48!8m2!3d50.5871012!4d-127.0511814?authuser=0&hl=en&rclk=1,NA
3341,Lemare Lake Logging Ltd,Lemare Lake Log,LEMARELAKELOG,BC,LEMARE LAKE LOGGING LTD.,BC-0275090,1984-03-02 0:00,Active,1.0000,,,,,Canadian logging jobs,"400 highly skilled forestry experts
Waratah Head (24"")
14 G/H Graders","['Position is Based out for Port McNeill, BC- Northern Vancouver Island', 'Based in Port McNeill, BC, the Lemare Group has been operating on northern Vancouver Island and BC’s central coast for more than 35 years. We have built a team of almost 400 highly skilled forest industry experts who are driven by Lemare’s commitment to safe, responsible operations and sustainable forest management', 'We are currently hiring for the following positions:… ', 'See more', 'Lemare Lake Logging Ltd.', 'Logging Positions']
['Position is Based out for Port McNeill, BC- Northern Vancouver Island', 'Based in Port McNeill, BC, the Lemare Group has been operating on northern Vancouver Island and BC’s central coast for more than 35 years. We have built a team of almost 400 highly skilled forest industry experts who are driven by Lemare’s commitment to safe, responsible operations and sustainable forest management', '* Must have BC Coastal Terrain Experience… ', 'See more', 'Lemare Lake Logging Ltd.', 'Log Loader/Hoeforwarder Operator']
['*Camp Work ', '*Shift Work ', '*Must be experienced in BC Coastal Terrain ', '*Experienced operating with Waratah Head (24"") an asset', '*Union Wages with extended benefits… ', 'See more', 'Lemare Lake Logging Ltd.', 'Log Processor Operator']
['Located on Northern Vancouver Island- Port McNeill,', 'Union Wages', 'Accommodations Provided', 'Must have BC Coastal Experience', 'Lemare Lake Logging Ltd.', 'Graderman']
['Lemare is currently hiring for the following position:', 'Graderman- Seasonal Position', 'Must have BC Coastal Experience… ', 'See more', 'Lemare Lake Logging Ltd.', 'Graderman']
['Currently Hiring for a Grader Operator ', 'Must have BC Coastal Experience', 'Camp Work', 'Union Wages', 'Experienced operating 14 G/H Graders an asset … ', 'See more', 'Lemare Lake Logging Ltd.', 'Grader Operator']
['Must have BC Coastal Experience', 'Camp Work', 'Union Wages', 'Experienced operating 14 G/H Graders an asset ', 'Mechanically inclined… ', 'See more', 'Lemare Lake Logging Ltd.', 'Grader Operator']",Maps,,SAFE,BASE,>20 employees,Top logger,"In excess of 500,000 cubic metres",Cut-to-length,Northern Vancouver Island,David Dutcyvich,Softwood/Tree length and cut-to-length,0,"Vernon Dr, Woss",,BC, V0N 3P0,(250) 281-3414,NA,,https://www.google.com/maps/place/Lemare+Lake+Logging+Ltd/data=!4m5!3m4!1s0x5463006ea19974ff:0xa672eca455c0d0a3!8m2!3d50.2123609!4d-126.5941554?authuser=0&hl=en&rclk=1,kdlgroup.net
3342,Lens Logging Ltd,Lens Logging Lt,LENSLOGGINGLT,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"9370 S Shore Rd, Lake Cowichan",,BC, V0R 2G0,(250) 749-3133,NA,,https://www.google.com/maps/place/Lens+Logging+Ltd/data=!4m5!3m4!1s0x548f334eab897957:0x64b5855e4277924b!8m2!3d48.8082097!4d-124.1309217?authuser=0&hl=en&rclk=1,NA
3343,Lineham Logging Ltd,Lineham Logging,LINEHAMLOGGING,BC,LINEHAM LOGGING LTD.,BC-0544758,1997-06-12 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"8635 Young Rd, Chilliwack",,BC, V2P 4P3,(604) 792-3394,NA,,https://www.google.com/maps/place/Lineham+Logging+Ltd/data=!4m5!3m4!1s0x54843f7ca1f0c8a7:0xd97bbb548b976653!8m2!3d49.1597017!4d-121.9531797?authuser=0&hl=en&rclk=1,kingsgatebc.business.site
3344,Lo-Bar Log Transport Co Ltd,Lo-Bar Log Tran,LOBARLOGTRAN,BC,LO-BAR LOG TRANSPORT CO. LTD.,BC-0857297,2009-08-01 0:00,Active,1.0000,,Harvester company,Yes,,,,,Maps,,SAFE,BASE,>20 employees,Top logger,"430,000 cubic metres",Cut-to-length,Prince George,Greg Jacob,"Softwood, cut-to-length, stumpside delivery",0,"8377 John Hart Hwy, Prince George",,BC, V2K 3B8,(250) 962-8644,NA,,https://www.google.com/maps/place/Lo-Bar+Log+Transport+Co+Ltd/data=!4m5!3m4!1s0x53889e81041875a1:0x5a60101ec4cf9cc6!8m2!3d54.007113!4d-122.8018779?authuser=0&hl=en&rclk=1,NA
3345,Log Homes Canada - Hand Crafted Log Homes,Log Homes Canad,LOGHOMESCANAD,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"6347 Chilliwack River Rd, Chilliwack",,BC, V2R 0M2,+1 888-564-2833,loghomescanada.com,,https://www.google.com/maps/place/Log+Homes+Canada+-+Hand+Crafted+Log+Homes/data=!4m5!3m4!1s0x548438c9c434fe47:0x21516a362aaa1cc6!8m2!3d49.1168673!4d-121.9392931?authuser=0&hl=en&rclk=1,klassenterprises.ca
3346,Logging & Sawmilling Journal,Logging & Sawmi,LOGGINGSAWMI,BC,LOGGING & SAWMILLING JOURNAL,BC-FM0543212,2010-11-17 0:00,Active,1.0000,11/17/10,,,,,,,Maps,,,,,,,,,,,,North Vancouver,,BC, V7L 4L2,(604) 990-9970,forestnet.com,,https://www.google.com/maps/place/Logging+%26+Sawmilling+Journal/data=!4m5!3m4!1s0x5486704d90b25a01:0x6bc545fd3f87c8d9!8m2!3d49.318816!4d-123.0590949?authuser=0&hl=en&rclk=1,NA
3347,M Allen Logging Co Ltd,M Allen Logging,MALLENLOGGING,BC,M. ALLEN LOGGING CO. LTD.,BC-0060503,1964-05-27 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"2 Brennan Creek, Barri�re",,BC, V0E 1E0,(250) 672-5369,NA,,https://www.google.com/maps/place/M+Allen+Logging+Co+Ltd/data=!4m5!3m4!1s0x537f98ee4ed396cb:0x8da49a07fec3d3cd!8m2!3d51.2299447!4d-119.7637687?authuser=0&hl=en&rclk=1,NA
3348,M McNeil Contracting,M McNeil Contra,MMCNEILCONTRA,BC,M. MCNEIL CONTRACTING,BC-FM0372045,2004-05-11 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"2760 Heather Way, Nanaimo",,BC, V9X 1E5 ,+1 250-714-9125,mmcneilcontracting.com,,https://www.google.com/maps/place/M+McNeil+Contracting/data=!4m5!3m4!1s0x5488a541a6ac3b87:0x1b8452431eb7a2f!8m2!3d49.0773473!4d-123.9453714?authuser=0&hl=en&rclk=1,lakecountrylog.com
3349,Mac Brothers Logging,Mac Brothers Lo,MACBROTHERSLO,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"9185 Rock Island Rd, Prince George",,BC, V2N 5T4,(250) 649-0098,NA,,https://www.google.com/maps/place/Mac+Brothers+Logging/data=!4m5!3m4!1s0x53889e874b23dcd5:0xb4d7c6e2c60d3552!8m2!3d53.8398616!4d-122.7368778?authuser=0&hl=en&rclk=1,larkanalogging.ca
3350,Mattey Brothers,Mattey Brothers,MATTEYBROTHERS,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1M1, 7339 BC-1, Chase",,BC, ,NA,NA,,https://www.google.com/maps/place/Mattey+Brothers/data=!4m5!3m4!1s0x537e53fb544491e7:0x3fc8ec3d404d18ef!8m2!3d50.8277876!4d-119.6682596?authuser=0&hl=en&rclk=1,NA
